TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR
2026-08-14,2026-08-14,CM,NSE,STK,27075,INF769K01MY5,LIQUIDPLUS,EQ,,,,,MIRAEAMC - LIQUIDPLUS,1098.63,1099.58,1098.63,1099.09,1099.09,1098.63,,1099.09,,,887203,975102367.32,325,F1,1,,,,,,Cash Only,1099.1000000000001,1099.105,1099.0950000000003,1099.105,1099.0950000000003,0.009999999999763531,0.0009098435978640086,Narrow,Bearish,Below CPR,False,True
2026-08-14,2026-08-14,CM,NSE,STK,23407,INF740KA1UM0,LIQUIDADD,EQ,,,,,DSPAMC - LIQUIDADD,1140.44,1140.5,1140.44,1140.49,1140.49,1140.02,,1140.5,,,336323,383573493.5,301,F1,1,,,,,,Cash Only,1140.4766666666667,1140.47,1140.4833333333333,1140.4833333333333,1140.47,0.013333333333321207,0.0011690881404765676,Narrow,Bullish,Above CPR,True,False
2026-08-14,2026-08-14,CM,NSE,STK,15058,INE0LCL01028,AVALON,EQ,,,,,AVALON TECHNOLOGIES LTD,1939.1,1960.0,1921.7,1940.8,1935.0,1930.4,,1940.82,,,177125,344007955.3,14427,F1,1,,,,,,Cash Only,1940.8333333333333,1940.85,1940.8166666666666,1940.85,1940.8166666666666,0.03333333333330302,0.0017175048090119032,Narrow,Bearish,Below CPR,False,True
2026-08-14,2026-08-14,CM,NSE,STK,14552,INE211B01039,PHOENIXLTD,EQ,,,,,THE PHOENIX MILLS LTD,1898.3,1900.0,1880.1,1890.0,1890.0,1898.5,,1891.88,,,204495,386707591.7,17133,F1,1,,,,,,F&O + Cash,1890.0333333333335,1890.05,1890.016666666667,1890.05,1890.016666666667,0.03333333333284827,0.001763668430309432,Narrow,Bearish,Below CPR,False,True
2026-08-14,2026-08-14,CM,NSE,STK,7835,INE02WG01024,WEL,EQ,,,,,WONDER ELECTRICALS LTD,141.45,149.0,141.09,145.05,144.0,140.0,,145.04,,,1044448,152032154.86,9589,F1,1,,,,,,Cash Only,145.04666666666668,145.04500000000002,145.04833333333335,145.04833333333335,145.04500000000002,0.0033333333333303017,0.002298058140868874,Narrow,Bullish,Above CPR,True,False
2026-08-14,2026-08-14,CM,NSE,STK,341,INE119A01028,BALRAMCHIN,EQ,,,,,BALRAMPUR CHINI MILLS LTD,620.95,633.4,616.25,624.85,625.0,619.65,,624.86,,,363038,226471908.0,14913,F1,1,,,,,,Cash Only,624.8333333333334,624.825,624.8416666666667,624.8416666666667,624.825,0.01666666666665151,0.0026673068203011134,Narrow,Bullish,Above CPR,True,False
2026-08-14,2026-08-14,CM,NSE,STK,13337,INE297H01019,GALLANTT,EQ,,,,,GALLANTT ISPAT LIMITED,581.25,590.0,574.05,582.05,586.0,573.45,,582.0,,,80082,46554252.65,7990,F1,1,,,,,,Cash Only,582.0333333333333,582.025,582.0416666666666,582.0416666666666,582.025,0.01666666666665151,0.0028634424304873306,Narrow,Bullish,Above CPR,True,False
2026-08-14,2026-08-14,CM,NSE,STK,25447,INF666M01IP5,GROWWLIQID,EQ,,,,,GROWWAMC - GROWWLIQID,110.37,110.37,110.36,110.36,110.37,110.31,,110.36,,,126495,13960416.2,220,F1,1,,,,,,Cash Only,110.36333333333334,110.36500000000001,110.36166666666668,110.36500000000001,110.36166666666668,0.0033333333333303017,0.0030204180258520314,Narrow,Bearish,Below CPR,False,True
2026-08-14,2026-08-14,CM,NSE,STK,20607,INE616N01034,INOXINDIA,EQ,,,,,INOX INDIA LIMITED,1932.1,1974.6,1911.2,1943.0,1943.4,1941.9,,1943.0,,,130161,251728769.3,12522,F1,1,,,,,,Cash Only,1942.9333333333334,1942.9,1942.9666666666667,1942.9666666666667,1942.9,0.06666666666660603,0.0034311202607620194,Narrow,Bullish,Above CPR,True,False
2026-08-14,2026-08-14,CM,NSE,STK,756038,INE299N01021,WAAREERTL,EQ,,,,,WAAREE RENEWABLE TECH LTD,888.0,895.95,887.25,891.55,890.0,891.7,,891.59,,,83960,74737965.35,6396,F1,1,,,,,,Cash Only,891.5833333333334,891.6,891.5666666666667,891.6,891.5666666666667,0.03333333333330302,0.003738806946699907,Narrow,Bearish,Below CPR,False,True
